,onet_code,last_location_in_india,year,mean_salary,n_individuals
11459,23-1011.00,Punjab,1997,106078.8359375,1
11460,41-2022.00,Maharashtra,2009,88798.8203125,1
11461,19-3093.00,Telangana,1985,71906.94921875,2
11462,15-2051.00,West Bengal,2019,128312.92578125,2
11463,15-2051.00,Tamil Nadu,2010,82871.55078125,2
11464,15-2051.00,Tamil Nadu,2011,82871.55078125,2
11465,47-1011.00,empty,2022,47495.62890625,1
11466,11-3031.03,West Bengal,2007,141744.328125,1
11467,43-4061.00,Punjab,2007,49236.46875,1
11468,15-1242.00,Delhi,2019,118375.609375,1
11469,17-2072.00,Delhi,1973,6627.9638671875,1
11470,13-1111.00,Odisha,2009,83771.046875,1
11471,11-3111.00,empty,2018,52804.01953125,2
11472,11-1021.00,Haryana,2014,150651.140625,1
11473,17-2141.00,Uttar Pradesh,1964,72205.265625,1
11474,17-2151.00,Jharkhand,1980,35952.52734375,1
11475,11-3051.00,Jharkhand,2007,71069.1640625,1
11476,11-1021.00,Haryana,1987,7311.4541015625,1
11477,25-2032.00,Puducherry,2023,61690.640625,1
11478,11-2022.00,Himachal Pradesh,2001,58633.61328125,1
11479,15-1243.01,Uttarakhand,2017,91167.5703125,1
11480,43-4141.00,Maharashtra,2022,41162.05859375,1
11481,11-2021.00,Punjab,1992,114478.140625,1
11482,13-1121.00,Tamil Nadu,2006,60219.0859375,1
11483,29-1071.00,Uttarakhand,1971,114467.3154296875,4
11484,27-1021.00,Nagaland,2001,68872.578125,1
11485,11-9199.09,West Bengal,1991,29676.28125,1
11486,11-9199.11,Uttar Pradesh,2020,159601.28125,1
11487,15-1299.06,Odisha,2020,103636.6875,1
11488,13-1161.01,Karnataka,2018,162557.375,1
11489,29-2011.00,Gujarat,1998,70652.90625,1
11490,15-1242.00,West Bengal,2001,69901.9296875,1
11491,25-1032.00,Delhi,2002,50445.71875,1
11492,15-1232.00,Telangana,2022,159855.515625,1
11493,17-2031.00,Tamil Nadu,2014,150630.140625,1
11494,19-2031.00,Gujarat,1992,49927.299609375,5
11495,15-1299.09,empty,1997,162240.28271484375,8
11496,11-9199.02,Maharashtra,2013,101245.984375,1
11497,53-1044.00,Delhi,2018,65466.50390625,1
11498,15-1243.00,Telangana,1982,74842.3046875,1
11499,19-2031.00,Gujarat,2012,78831.33463541667,3
11500,11-3071.00,Karnataka,1997,85717.234375,1
11501,17-2031.00,empty,1989,57383.93359375,1
11502,17-2112.03,Gujarat,1990,73966.3203125,1
11503,17-1011.00,Maharashtra,2019,138886.10546875,4
11504,17-2199.06,Tamil Nadu,1964,16305.697265625,1
11505,15-1232.00,Delhi,1993,66945.0625,1
11506,25-1032.00,Maharashtra,2008,58817.01953125,1
11507,17-2051.00,Maharashtra,2014,94622.30078125,6
11508,13-2051.00,Karnataka,2006,120153.4296875,4
11509,17-1011.00,Delhi,1996,75550.10546875,4
11510,13-1081.02,West Bengal,2019,82186.234375,1
11511,27-3023.00,Karnataka,1991,40412.94140625,1
11512,41-9091.00,Uttar Pradesh,2018,318314.625,1
11513,13-1081.01,empty,2000,156293.734375,1
11514,27-3041.00,Maharashtra,2017,65418.38671875,1
11515,25-9042.00,West Bengal,2023,53148.775390625,2
11516,27-2012.04,empty,1997,81056.9609375,1
11517,11-3012.00,Karnataka,1990,60563.5859375,1
11518,35-3031.00,Goa,2011,59656.41015625,1
11519,27-2012.05,Tamil Nadu,1994,124096.5703125,1
11520,25-2032.00,Uttarakhand,1976,94984.796875,1
11521,13-1199.04,Andhra Pradesh,2004,88828.015625,1
11522,11-3012.00,Maharashtra,1979,84614.5390625,1
11523,17-1022.01,Karnataka,2009,69089.0625,1
11524,17-3012.00,Punjab,2000,64700.7890625,2
11525,11-9199.09,Haryana,2009,131930.984375,1
11526,17-2072.00,Gujarat,2016,74620.28125,1
11527,15-1299.09,Maharashtra,2021,144677.052734375,26
11528,41-9022.00,Chandigarh,2021,74348.78125,1
11529,11-9121.01,Maharashtra,2009,113523.890625,1
11530,11-9041.00,Uttarakhand,2022,106464.9375,1
11531,15-1211.00,Uttarakhand,2006,65484.919921875,2
11532,15-1241.00,Maharashtra,2001,90701.3359375,13
11533,11-9032.00,Tamil Nadu,2014,47062.283854166664,3
11534,25-1123.00,Punjab,2010,95352.75520833333,3
11535,15-1241.01,Delhi,2023,77530.8955078125,4
11536,19-1021.00,Karnataka,2022,152768.9921875,2
11537,11-3051.02,Gujarat,2008,80436.671875,1
11538,25-1123.00,Maharashtra,1997,95530.82257401316,19
11539,11-3051.00,Gujarat,2018,67318.359375,1
11540,41-2022.00,Gujarat,1988,33739.4453125,1
11541,11-2033.00,Karnataka,2009,128006.17708333333,3
11542,11-1021.00,empty,2009,129784.5126953125,8
11543,19-1011.00,Madhya Pradesh,1988,66494.6328125,1
11544,17-2141.00,West Bengal,2013,104317.8203125,3
11545,25-1123.00,Maharashtra,1974,156884.40625,1
11546,25-1123.00,Maharashtra,2020,122497.53370535714,35
11547,17-2141.00,Kerala,1990,157200.3505859375,4
11548,13-2052.00,Gujarat,1990,74912.0,1
11549,13-2052.00,Gujarat,2013,69130.22265625,5
11550,17-2199.06,Karnataka,2000,87780.69591346153,26
11551,11-3051.02,Delhi,2003,101715.8359375,1
11552,13-1111.00,Telangana,2013,95165.5900493421,19
11553,17-2141.00,Maharashtra,2001,84114.39641203704,27
11554,17-2199.09,Karnataka,2013,145514.896875,15
11555,15-1241.00,Uttar Pradesh,2022,103367.87109375,2
11556,17-2131.00,West Bengal,2001,59222.96484375,1
11557,17-2131.00,West Bengal,2007,59222.96484375,1
11558,19-2042.00,Uttarakhand,2005,70655.9296875,1
11559,17-2199.06,Gujarat,2006,105823.58928571429,7
11560,19-1011.00,Karnataka,1988,73026.52135416666,15
11561,15-1254.00,Rajasthan,2000,43494.5625,1
11562,15-1299.09,Rajasthan,2010,97901.5234375,1
11563,11-2021.00,Rajasthan,2017,290706.6640625,4
11564,25-3031.00,Karnataka,2009,44170.810546875,3
11565,25-1123.00,Gujarat,2002,120817.03125,5
11566,17-2051.00,empty,2009,138704.96614583334,3
11567,15-1241.00,empty,1998,89779.0546875,2
11568,17-2051.00,Chandigarh,2011,201680.02604166666,3
11569,21-2021.00,Delhi,2021,71780.6953125,4
11570,13-2099.01,Gujarat,2011,97970.171875,1
11571,17-3031.00,Maharashtra,1984,30297.658203125,1
11572,11-3031.03,Uttarakhand,2006,105762.3671875,2
11573,15-1241.01,Rajasthan,1988,64782.6796875,1
11574,13-1111.00,Uttar Pradesh,2020,113700.310546875,4
11575,25-1123.00,Uttar Pradesh,2003,119460.1171875,5
11576,13-1082.00,empty,2013,110148.33203125,10
11577,11-3051.06,Telangana,1987,103891.82421875,3
11578,19-1011.00,Telangana,1976,10259.4716796875,1
11579,11-3071.00,Karnataka,2012,85717.234375,1
11580,11-3051.03,Karnataka,2020,160818.9921875,2
11581,11-2021.00,West Bengal,2012,204051.369140625,8
11582,25-2032.00,Telangana,2018,68632.28125,1
11583,43-6011.00,Delhi,1998,31464.25,2
11584,17-2141.00,Maharashtra,1977,76630.8359375,3
11585,41-9091.00,Maharashtra,2019,190492.31510416666,3
11586,19-4099.01,Rajasthan,1998,83673.0546875,1
11587,19-1011.00,Haryana,1994,56646.788411458336,6
11588,13-2011.00,Delhi,2001,74120.38802083333,3
11589,11-9041.00,Gujarat,1990,108751.470703125,2
11590,19-1011.00,Maharashtra,2019,128045.9002757353,17
11591,19-3011.01,Maharashtra,1989,54373.16015625,1
11592,43-4061.00,Maharashtra,1995,41115.99609375,1
11593,13-1071.00,Delhi,2005,49425.60546875,1
11594,15-1252.00,empty,1988,67153.0473022461,8
11595,15-1251.00,Delhi,1978,77142.3203125,1
11596,17-2199.09,empty,1993,82775.16145833333,3
11597,13-2011.00,Maharashtra,2019,105252.7412109375,4
11598,29-1141.01,Maharashtra,2008,60271.43359375,1
11599,19-3032.00,Tamil Nadu,2017,187171.3125,1
11600,15-1251.00,Gujarat,1991,47924.60546875,2
11601,13-1082.00,Punjab,1985,59342.25,1
11602,17-2071.00,Maharashtra,1972,88039.5625,1
11603,17-2071.00,Maharashtra,2010,88039.5625,1
11604,11-3021.00,Maharashtra,2009,98868.1265625,10
11605,29-1071.00,Telangana,2007,132286.29296875,3
11606,15-1254.00,Karnataka,2010,99832.3671875,1
11607,11-2011.00,Karnataka,1995,32518.427734375,1
11608,35-2013.00,Gujarat,2018,209499.90625,1
11609,13-1161.01,West Bengal,2021,77519.671875,1
11610,17-2112.00,Karnataka,1967,600000.0,1
11611,17-2112.00,Maharashtra,2020,145184.46875,2
11612,51-9061.00,Uttar Pradesh,2005,33853.23828125,1
11613,15-1243.01,Haryana,2004,98768.3515625,1
11614,17-2141.00,Uttarakhand,1992,116088.53125,1
11615,11-3031.03,Haryana,2003,115591.29166666667,3
11616,15-1251.00,Tamil Nadu,2021,108540.06640625,6
11617,15-1299.05,Gujarat,2018,80420.5625,1
11618,43-4051.00,Maharashtra,2001,44466.5546875,1
11619,25-9042.00,Delhi,1980,33291.86328125,1
11620,17-3026.01,empty,2008,62180.16015625,1
11621,21-1012.00,Maharashtra,2008,41001.82421875,1
11622,11-3131.00,Karnataka,2021,112834.4546875,5
11623,11-3031.00,West Bengal,1982,67811.6171875,1
11624,13-2052.00,Karnataka,2013,101314.8046875,1
11625,43-9041.00,Gujarat,2012,47778.546875,2
11626,53-4041.00,Gujarat,2005,26015.208984375,1
11627,45-2092.00,empty,2022,117425.70703125,2
11628,13-1161.00,Karnataka,2014,165553.53125,1
11629,41-1011.00,empty,2007,131006.4609375,1
11630,29-2012.00,empty,1976,9170.533203125,1
11631,11-9199.01,empty,2022,103645.79296875,2
11632,21-1012.00,Maharashtra,1990,155757.21875,2
11633,13-1199.04,Karnataka,2009,148800.625,1
11634,13-1199.04,Rajasthan,1987,188265.9375,1
11635,17-1011.00,Telangana,1999,100854.59375,2
11636,15-1241.00,Delhi,1992,61368.0,1
11637,27-2012.05,Telangana,1993,90967.2109375,3
11638,17-2112.02,Gujarat,2012,78121.453125,1
11639,25-3031.00,Tamil Nadu,2007,41666.568359375,2
11640,41-9031.00,Karnataka,2019,126758.7578125,1
11641,19-4061.00,Andhra Pradesh,2019,91819.0859375,1
11642,25-1054.00,Tamil Nadu,2021,165333.84375,1
11643,19-2042.00,Odisha,1998,94357.40625,1
11644,11-1011.00,Bihar,1993,17610.28125,1
11645,51-9161.00,Chandigarh,1990,107870.5234375,1
11646,13-2051.00,Haryana,2017,55408.703125,1
11647,15-1299.05,Uttar Pradesh,2001,68629.1015625,1
11648,25-1054.00,empty,2015,68702.7421875,1
11649,41-9021.00,Karnataka,2017,144632.590625,5
11650,15-1299.05,Telangana,1994,52469.17578125,1
11651,25-1054.00,Karnataka,1997,86965.1875,2
11652,15-1251.00,Gujarat,1987,61599.01171875,1
11653,17-3013.00,empty,2020,83335.37890625,2
11654,13-1161.00,empty,1997,99760.1484375,1
11655,13-1131.00,empty,2019,87390.3359375,1
11656,17-2071.00,Tamil Nadu,2006,109690.3203125,2
11657,15-2051.00,West Bengal,2016,96438.1171875,2
11658,43-4061.00,Chhattisgarh,2022,59099.109375,1
11659,27-2022.00,Delhi,2018,63125.40234375,2
11660,15-1241.01,empty,1994,265102.9375,1
11661,11-1011.00,Bihar,2014,229323.75,1
11662,17-2072.00,empty,2005,275869.125,1
11663,25-1054.00,Assam,2005,98592.1484375,1
11664,15-1241.01,Tamil Nadu,2008,48000.84375,1
11665,17-2112.03,Delhi,2016,72385.80859375,2
11666,17-2051.00,Delhi,2018,125689.28125,3
11667,11-1031.00,Kerala,2006,106071.0234375,1
11668,15-1254.00,empty,2004,67373.9765625,1
11669,15-2051.00,Haryana,2015,148167.359375,1
11670,15-1299.09,Delhi,1993,61036.05859375,1
11671,13-2099.01,Kerala,1989,37105.62109375,1
11672,15-1252.00,Punjab,2013,107805.6328125,1
11673,23-1011.00,Maharashtra,1986,54192.703125,1
11674,27-2012.05,Delhi,2010,101496.8828125,2
11675,11-3131.00,West Bengal,2020,200376.671875,1
11676,31-9097.00,Maharashtra,2023,54280.1875,1
11677,11-2032.00,Tamil Nadu,2014,77842.453125,4
11678,43-3051.00,Telangana,2009,49586.15625,1
11679,13-2011.00,Gujarat,1990,115402.1708984375,2
11680,43-6011.00,Telangana,2021,54370.615234375,2
11681,13-1081.02,Telangana,2015,94051.2578125,1
11682,27-1012.00,Telangana,2013,67189.4765625,1
11683,13-1023.00,Delhi,2015,85765.2421875,1
11684,29-1071.00,Himachal Pradesh,2013,110229.59895833333,3
11685,11-9199.02,Delhi,1994,79379.4921875,1
11686,49-2095.00,Karnataka,1984,26991.203125,1
11687,29-1071.00,Uttarakhand,1999,94663.625,1
11688,17-3013.00,empty,2002,77261.8359375,1
11689,17-2141.00,Jharkhand,1996,96068.171875,1
11690,11-3031.00,Maharashtra,1987,39583.57421875,1
11691,51-1011.00,Odisha,1991,38354.09375,1
11692,17-2112.00,Karnataka,1990,77784.8828125,1
11693,39-9011.01,empty,2009,85122.0234375,1
11694,11-3131.00,empty,2015,84463.515625,1
11695,27-3031.00,empty,2014,71637.1953125,2
11696,15-1243.01,Haryana,2019,116031.3125,1
11697,19-1011.00,Punjab,2016,79555.625,1
11698,11-3012.00,Tamil Nadu,2007,112502.984375,1
11699,11-9199.09,Tamil Nadu,1995,77348.2890625,1
11700,13-2011.00,Andhra Pradesh,2010,90169.0625,1
11701,17-3031.00,Uttar Pradesh,2012,144385.671875,1
11702,17-2051.00,empty,2002,81626.3828125,1
11703,15-1299.09,empty,1999,159489.525390625,12
11704,15-1299.07,empty,1992,82735.458984375,4
11705,11-2032.00,Uttarakhand,2010,194320.03125,1
11706,15-1241.00,Andhra Pradesh,2013,194702.9609375,2
11707,17-2072.00,Maharashtra,2020,117140.33203125,2
11708,27-3023.00,Karnataka,2001,64963.59765625,1
11709,51-8021.00,Tamil Nadu,2013,114779.4765625,1
11710,13-2052.00,Tamil Nadu,1998,56443.24609375,1
11711,15-1252.00,Jharkhand,2001,114546.541015625,2
11712,15-1211.00,West Bengal,1997,56459.59765625,3
11713,17-2051.00,Maharashtra,2004,86764.63802083333,3
11714,27-3041.00,Maharashtra,2015,65418.38671875,1
11715,11-9111.00,Punjab,1994,16384.5546875,1
11716,17-2071.00,Uttar Pradesh,2005,84338.4921875,1
11717,15-1252.00,Rajasthan,1996,88596.9921875,1
11718,11-3051.00,Maharashtra,2016,133752.0,1
11719,13-1199.06,Karnataka,2015,138532.46875,1
11720,13-1161.00,Karnataka,2011,89259.2890625,1
11721,11-9199.09,Haryana,1995,131930.984375,1
11722,27-1012.00,Jharkhand,1999,247448.03125,1
11723,29-1141.01,Telangana,2021,74668.0703125,1
11724,17-2112.02,Punjab,2003,81789.703125,1
11725,11-3051.00,Maharashtra,2011,140506.09375,1
11726,17-2199.06,Uttar Pradesh,2014,136179.46875,2
11727,15-1231.00,Uttar Pradesh,2014,111197.59375,2
11728,11-1011.00,Maharashtra,2015,180619.75063590117,86
11729,17-1011.00,Andhra Pradesh,2023,132637.5703125,4
11730,17-2141.00,Telangana,1967,129759.93359375,2
11731,25-9042.00,Maharashtra,1988,43189.73046875,1
11732,15-1253.00,Andhra Pradesh,2003,57641.6015625,1
11733,11-1031.00,Uttar Pradesh,2002,111144.80859375,2
11734,15-1241.00,Telangana,2012,110394.853125,5
11735,15-1241.00,Telangana,2016,123008.81310096153,13
11736,15-1241.00,Telangana,2020,124607.76354166666,15
11737,41-2022.00,Gujarat,1976,33739.4453125,1
11738,11-1011.00,West Bengal,2018,223179.3794642857,14
11739,13-2052.00,Gujarat,1991,74912.0,1
11740,15-1251.00,empty,2009,93189.96763392857,14
11741,11-1011.00,Kerala,2023,152707.33370535713,7
11742,25-2032.00,Delhi,2004,54032.851283482145,7
11743,15-1231.00,Haryana,2006,69312.578125,1
11744,13-1081.00,Gujarat,2002,60853.75,1
11745,53-6051.07,Chandigarh,2023,56752.07421875,1
11746,13-1199.06,Tamil Nadu,2020,144453.3125,1
11747,11-3021.00,Maharashtra,2021,134358.77455357142,7
11748,17-2199.06,Gujarat,2005,114192.7875,5
11749,41-1011.00,empty,2017,45329.41796875,1
11750,11-9032.00,Karnataka,2016,57055.2060546875,4
11751,11-9041.00,Delhi,2011,127224.52864583333,3
11752,13-1011.00,Tamil Nadu,1994,38502.3671875,1
11753,11-1021.00,Delhi,2011,94922.625,3
11754,11-1011.00,Delhi,1979,192865.99453125,5
11755,19-1011.00,Tamil Nadu,1990,64803.341619318184,11
11756,25-1123.00,empty,1996,94044.39921875,10
11757,17-3013.00,Madhya Pradesh,2000,76544.25,1
11758,17-2141.00,Chhattisgarh,2023,123198.3203125,1
11759,19-3093.00,Telangana,1979,73153.00390625,2
11760,19-1011.00,Telangana,1985,74519.0263671875,4
11761,25-2032.00,Tamil Nadu,2004,76330.5125,5
11762,25-3031.00,Delhi,2015,50509.236328125,2
11763,11-3051.01,Tamil Nadu,2008,74417.7216796875,4
11764,13-2082.00,Uttar Pradesh,2019,65255.01953125,1
11765,11-2022.00,empty,2015,124927.30322265625,8
11766,35-3031.00,Maharashtra,2015,77948.0546875,1
11767,21-1093.00,Uttar Pradesh,1995,34815.2109375,1
11768,27-2012.05,Maharashtra,1991,102578.25390625,2
11769,25-1123.00,Haryana,2014,141278.64583333334,3
11770,41-3021.00,Maharashtra,2022,55549.963671875,5
11771,17-2112.02,Rajasthan,2023,88950.296875,1
11772,15-1231.00,Gujarat,1989,66970.8203125,1
11773,11-9021.00,Telangana,1994,56696.64453125,1
11774,11-9111.00,Karnataka,2010,80859.841796875,2
11775,41-2012.00,Delhi,2002,32151.2119140625,2
11776,25-2032.00,empty,2007,67005.61979166667,6
11777,53-2022.00,Telangana,2008,253061.953125,1
11778,11-2021.00,Uttarakhand,1999,192371.8125,2
11779,15-1243.01,Andhra Pradesh,2020,97000.5,2
11780,11-3051.00,empty,2007,55953.5205078125,2
11781,27-3023.00,Gujarat,2021,54057.44921875,1
11782,17-2051.00,Karnataka,2002,82944.015625,1
11783,17-2051.00,Telangana,2001,70333.54947916667,3
11784,27-1012.00,Maharashtra,1985,288537.6875,1
11785,17-2199.06,Telangana,1997,70540.065625,10
11786,27-2012.04,Delhi,2014,71669.529296875,2
11787,41-1011.00,Gujarat,1992,98450.609375,1
11788,53-1041.00,Andhra Pradesh,2022,73772.3828125,1
11789,41-9031.00,Telangana,1999,76006.99479166667,3
11790,17-2112.00,Tamil Nadu,1978,19209.544921875,1
11791,43-4041.00,Tamil Nadu,1997,81992.9375,1
11792,39-4011.00,Telangana,2000,114567.82421875,2
11793,11-2011.00,Karnataka,1993,32518.427734375,1
11794,29-1051.00,Maharashtra,1996,91893.7421875,1
11795,19-3093.00,Kerala,2003,42064.55859375,1
11796,17-2141.00,Delhi,1987,74305.33854166667,3
11797,11-2033.00,Gujarat,2011,217951.078125,1
11798,15-1241.00,Telangana,1999,71973.534765625,5
11799,19-3011.01,Delhi,1994,86704.90625,2
11800,21-1012.00,Delhi,2017,121752.572265625,4
11801,17-2112.03,empty,2002,67732.91145833333,3
11802,17-2199.09,Delhi,1980,43763.80859375,1
11803,11-9041.00,Rajasthan,2014,123053.5625,1
11804,27-2012.05,Delhi,2021,111831.9296875,2
11805,13-1161.01,empty,2016,81325.9375,5
11806,15-1299.05,Tamil Nadu,2001,79369.13671875,2
11807,11-2021.00,Chandigarh,2010,305591.28125,1
11808,47-4099.03,Maharashtra,1983,59581.69140625,1
11809,43-3031.00,Madhya Pradesh,2006,44117.1953125,1
11810,43-3031.00,Madhya Pradesh,2007,37924.94921875,1
11811,11-3031.00,West Bengal,1985,67811.6171875,1
11812,17-2112.03,Telangana,1997,107945.421875,1
11813,17-2199.06,Gujarat,2000,94409.271484375,4
11814,13-1111.00,Gujarat,2021,131434.802734375,4
11815,13-1041.00,Karnataka,2022,133714.83203125,2
11816,17-2131.00,Maharashtra,2021,124746.1484375,3
11817,29-2042.00,Gujarat,2012,47601.80859375,1
11818,27-1021.00,Delhi,2023,139516.578125,1
11819,27-2022.00,empty,2015,63476.767578125,2
11820,17-2112.03,Tamil Nadu,2020,107707.296875,1
11821,13-1021.00,Delhi,1993,53449.68359375,1
11822,23-1011.00,Gujarat,1978,51746.65625,1
11823,45-2011.00,Delhi,2021,40469.95703125,1
11824,17-2071.00,Maharashtra,2019,98573.9453125,1
11825,17-2199.06,Telangana,2011,91175.97135416667,3
11826,21-1093.00,Punjab,1996,81001.9140625,1
11827,19-3093.00,Jharkhand,1983,15284.9638671875,1
11828,17-2072.01,Delhi,2009,126267.4296875,1
11829,39-9011.01,Maharashtra,2023,38398.3515625,1
11830,11-9041.00,Telangana,1995,71264.2783203125,2
11831,27-2012.04,Telangana,2020,124051.841796875,2
11832,23-1011.00,Karnataka,2008,118844.57421875,2
11833,17-2071.00,Kerala,2001,60802.55859375,1
11834,27-2012.05,West Bengal,1968,52394.55078125,1
11835,15-2051.01,West Bengal,1973,88291.1796875,1
11836,11-1031.00,Uttarakhand,2000,181973.984375,1
11837,17-2199.11,Andhra Pradesh,2006,49163.6015625,1
11838,17-2061.00,Uttar Pradesh,1977,66662.4921875,1
11839,29-2061.00,Kerala,1995,76429.296875,1
11840,11-3051.02,empty,2017,121586.8125,1
11841,19-1011.00,Kerala,1979,36370.78125,1
11842,43-5011.01,Tamil Nadu,2008,69956.724609375,2
11843,11-2021.00,Maharashtra,1977,205253.421875,1
11844,51-9061.00,empty,2012,165553.21875,1
11845,29-1071.00,Tamil Nadu,2008,72549.966796875,2
11846,41-9022.00,Punjab,2019,132650.990234375,2
11847,17-2031.00,Delhi,2017,161873.25,2
11848,19-3051.00,Bihar,1984,87040.1796875,1
11849,11-3051.00,Delhi,2009,164968.46875,1
11850,11-9032.00,Karnataka,2002,50843.771484375,2
11851,31-9097.00,Odisha,2012,59626.10546875,1
11852,15-1242.00,Tamil Nadu,2000,86070.66015625,2
11853,11-3031.03,West Bengal,2010,141744.328125,1
11854,15-1231.00,Haryana,2010,89089.546875,1
11855,15-1231.00,Haryana,2019,89089.546875,1
11856,19-3041.00,empty,1993,78358.4296875,1
11857,17-2199.08,empty,2010,89445.5390625,1
11858,19-2042.00,Assam,2010,87102.6640625,1
11859,13-2052.00,Karnataka,2007,134279.515625,1
11860,11-1021.00,Haryana,2023,150651.140625,1
11861,17-2151.00,Jharkhand,1981,35952.52734375,1
11862,11-2033.00,Delhi,2011,210094.3203125,2
11863,11-2033.00,Maharashtra,2001,196580.359375,1
11864,17-2031.00,Andhra Pradesh,2005,84359.29166666667,3
11865,13-2011.00,Gujarat,1995,115402.1708984375,2
11866,43-6011.00,Maharashtra,2001,40024.71875,1
11867,43-4061.00,Maharashtra,1999,43041.453125,1
11868,13-2082.00,Maharashtra,2020,61216.369140625,2
11869,31-9095.00,Delhi,2012,107970.796875,1
11870,41-9022.00,West Bengal,2009,88663.04296875,2
11871,11-1011.00,Uttarakhand,2018,208905.359375,1
11872,15-1252.00,Haryana,1985,1155.6322021484375,1
11873,35-3041.00,Delhi,2002,39765.390625,1
11874,11-1011.00,Madhya Pradesh,1983,28318.775390625,1
11875,51-8099.01,Delhi,2007,32209.5234375,1
11876,11-1031.00,Delhi,2012,103173.6875,1
11877,11-9199.11,Uttar Pradesh,2021,159601.28125,1
11878,19-1011.00,Assam,2000,62208.36328125,1
11879,19-3093.00,Rajasthan,1973,32776.07421875,1
11880,15-2051.00,Karnataka,2011,191030.765625,1
11881,43-5011.01,Maharashtra,2016,33440.234375,1
11882,15-1242.00,Tamil Nadu,1996,65222.94921875,2
11883,11-1021.00,Dadra and Nagar Haveli and Daman and Diu,2008,80189.3984375,1
11884,11-3021.00,Gujarat,2020,130955.40625,1
11885,11-3021.00,Gujarat,2023,130955.40625,1
11886,11-2022.00,Rajasthan,2005,75546.625,1
11887,53-4041.00,Telangana,2001,72495.921875,1
11888,51-8013.00,Tamil Nadu,2022,30159.9375,1
11889,11-3061.00,Chandigarh,2020,97784.109375,1
11890,17-2199.06,Delhi,1980,98357.3828125,1
11891,53-1041.00,Bihar,2010,105945.1015625,1
11892,43-1011.00,Telangana,2008,200938.796875,1
11893,15-1243.00,Maharashtra,2023,74337.279296875,4
11894,11-3031.03,Telangana,2022,184454.74869791666,6
11895,25-1123.00,Delhi,1978,74860.244140625,2
11896,17-2031.00,Gujarat,2003,81929.8125,3
11897,51-8021.00,Tamil Nadu,2019,114779.4765625,1
11898,11-1011.00,Gujarat,1987,87974.27734375,2
11899,17-2072.01,Delhi,2011,126267.4296875,1
11900,15-2011.00,Maharashtra,2019,188550.3125,1
11901,11-9021.00,Gujarat,2020,75688.455078125,2
11902,13-2052.00,Maharashtra,2012,117885.1796875,2
11903,13-2052.00,Tamil Nadu,2012,81492.28515625,2
11904,27-3023.00,Karnataka,1994,40412.94140625,1
11905,27-3043.00,Telangana,2012,77467.125,1
11906,43-4121.00,Delhi,2022,29828.90234375,1
11907,11-9041.00,empty,2000,206640.34375,1
11908,25-1123.00,Uttar Pradesh,1977,132070.984375,1
11909,11-3051.00,Maharashtra,2021,111903.828125,2
11910,19-2031.00,Gujarat,2006,75432.15885416667,3
11911,41-9022.00,Delhi,1991,86008.4921875,1
11912,35-3031.00,Goa,1999,59656.41015625,1
11913,13-1111.00,Rajasthan,2019,82950.09375,1
11914,11-3021.00,Delhi,2018,118546.86458333333,3
11915,13-2052.00,Haryana,2022,85224.296875,1
11916,11-9032.00,West Bengal,2023,56474.6953125,1
11917,27-1011.00,Delhi,2000,117998.7890625,3
11918,11-3051.01,Karnataka,2012,90618.21875,1
11919,13-1111.00,West Bengal,1988,60849.84375,4
11920,13-1111.00,West Bengal,2014,118127.470703125,8
11921,19-1011.00,Uttar Pradesh,1991,80544.12806919643,7
11922,11-3051.00,Gujarat,1997,81334.31640625,2
11923,15-1211.00,Andhra Pradesh,2015,62020.8486328125,2
11924,41-1011.00,Haryana,2002,71592.32421875,2
11925,13-1082.00,Maharashtra,2013,97650.34943181818,11
11926,13-1111.00,Haryana,2007,125539.07552083333,3
11927,15-1254.00,Maharashtra,2005,74137.671875,1
11928,43-3041.00,empty,2014,42853.04296875,1
11929,13-1111.00,Telangana,2001,83907.10138494318,22
11930,25-9042.00,Maharashtra,2013,71799.619140625,2
11931,13-1199.04,Delhi,2013,99060.49479166667,6
11932,19-2031.00,Telangana,2014,78543.5625,1
11933,13-2011.00,Maharashtra,1990,53695.986328125,2
11934,17-2071.00,Gujarat,2020,94668.6875,5
11935,15-1251.00,empty,2008,90378.13895089286,14
11936,43-3031.00,West Bengal,2008,46124.80859375,1
11937,11-3051.01,Tamil Nadu,2005,60848.9326171875,4
11938,13-1082.00,Delhi,1996,110667.81770833333,3
11939,13-1082.00,Andhra Pradesh,2022,107857.421875,3
11940,11-2021.00,Tamil Nadu,2017,207890.25483630953,21
11941,13-2052.00,Gujarat,2022,84183.94375,5
11942,19-3093.00,Uttar Pradesh,2008,106241.37760416667,6
11943,43-4051.00,Gujarat,1992,9362.5341796875,1
11944,23-1011.00,empty,1998,67985.60416666667,3
11945,15-1252.00,Maharashtra,1993,72159.87365234375,25
11946,15-2011.00,Tamil Nadu,2019,96370.90625,1
11947,43-3011.00,Gujarat,2003,49785.0390625,1
11948,27-1012.00,Tamil Nadu,2023,276974.6875,1
11949,19-2042.00,Uttarakhand,2023,74089.203125,1
11950,25-9021.00,Maharashtra,2005,69514.078125,1
11951,11-1011.00,Gujarat,1993,100037.13216145833,6
11952,19-1011.00,Karnataka,2013,103342.07475142046,22
11953,17-2051.00,Gujarat,2018,70626.08854166667,3
11954,13-2011.00,empty,2021,70417.34609375,5
11955,15-2051.01,West Bengal,2000,58763.2734375,2
11956,15-1212.00,empty,2015,105742.0703125,3
11957,13-1199.04,Rajasthan,2014,152595.8125,1
